sequence_sha256,length,label,source_class,cluster_id,split
5ae69a0eb51a13a521e19bc45cba172a4c7ec725861bf979373ac2f6f2cb1593,18,amp,independent,372,train
f707ce069c7197c0239d97c0822107bef802475b47e54e1fc780ef7f677c1fda,18,amp,independent,373,train
94b13ac7d5dfd0865e67cd5ee9be43aa917e8672ce647d8198ff1bfcaa0e2903,24,amp,independent,374,train
4eac22a91008f7821771480bfa46d5b62856f48814e5015cd12dd0b9dc0e70d0,24,amp,independent,374,train
dec65b0eaf8141ca58cb3e50466c2625ddd5e409f4eb3f390140b28ada3b375e,30,amp,independent,375,train
1ff67a24986fbba2f0e02496df98b9774666ab038abe1adf69a54fdea219deea,24,amp,independent,376,validation
312eb918579777f1934b1aef6f090dd94179381f4bb9a4da3f6c3a774b2d9441,24,amp,independent,377,train
66cec8d2089499283ad595fffced376a1dacaf5a18788f6f443797df7d9976a4,24,amp,independent,378,train
06f42a79104c46e2850329a1192f14d1f60280e623f67671249a33c67d8489bc,24,amp,independent,379,train
08499ccac20c43717d58bc09047d88eee6493972bcfd7bc84b7fb36955527c28,22,amp,independent,380,train
8d4e054f00ea5a171830fc36784bfb4fa96dee9c095d087f46b434d26015a4e1,13,amp,independent,381,validation
0fac284bc52cd19d52162c3f0ba2dcaaa3b3aaeb4e7da70ae79babd3e8c337f0,13,amp,independent,382,train
f223b113903b5a6ae07e3f6653b7bcea471ddba96d54f6451b808aedc4a43735,15,amp,independent,383,train
88fa7a2f99a5c5de128af78df3e7c2c628a37bcff58f7ee1309163c29d3ca7fb,13,amp,independent,384,train
1720a65fdc0e3225c83e84d33b0f8af770c856addfd202a5a936f29d468a1f48,13,amp,independent,382,train
40aba2a3c3dcdc68c22eab8f822612197b8da7b88cdbbb2685f9c44b4b195332,12,amp,independent,385,train
3ec1280c940a7883994ae2faa143b97a31070462718f796347afe1b3ef964643,9,amp,independent,386,train
700e83296d878b22d132635da20c8baa68724e7af03759d801196d2c0a596010,24,amp,independent,387,train
cd99fea90647ae0d222690744195d8e9f919f0a4535900f179752a15bac6c6b4,17,amp,independent,388,train
473ee7bfb4515e6b0194489501e12bff907d0eaecc8341a97e9ef45cd5315f72,15,amp,independent,389,train
6384e2571b1ca5b048cec436c562317ba43ef189d6ebf5f6909c5fe9f24adf41,9,amp,independent,390,train
c79e76531977d29be88af5824cab25c62af6a11e24b3c955321b2b7966026974,29,amp,independent,391,train
fdeec5407883273d85385b8a1b6696809f3c2a635bbf97719439775a80790ac1,21,amp,independent,392,train
00435c9c7d8721edf5e3864ce3ed59301aee06809d973d6b6b7547e737d7de34,24,amp,independent,393,train
a9ee89b36a179ecc3ae6fa5d4baf67f6e643cef46f2f4f99321b1d51c89dbc55,26,amp,independent,54,validation
709ff90ddca7b686dfd07a313d4852f053a237f95e414d4b51428e73f5275cb0,28,amp,independent,394,train
592f401c04b54298660a572be429bdf7b69027cf47dcaac7cf5966a22653dfa3,14,amp,independent,395,train
5772b8b902a3bf06dbfecd294c60dc7d5f05ec3c23222a2e3271ce0cdce38e98,14,amp,independent,396,train
6dd6eaaccc139186ed999aa41d2da85565a6d2132132bbdd7f36fe8ddc56f297,21,amp,independent,397,train
a8420ebaf233a5ea71b5a34761476abf0e619066eeae95315ca9cce9f33b4410,14,amp,independent,398,train
b976b35b6427f9014bf1583b536464a361c4b4709b2728dd0111d829950a5805,11,amp,independent,399,train
62fa79e63e46a269fb8faaf673de72911508d7c647639f6f009190d5b86933cf,13,amp,independent,400,train
c851cba6b9684285c744ad5cfc4b81abd2b02273a7e5ede4ad5c5bd87287c949,6,amp,independent,401,train
96a88277c54866cca5ceb8ae7e69d18d2f2a085c2a1dbff65a76b82f7a2db28f,13,amp,independent,402,train
e33e868ddf8630441b6703ab0aee516fbe94e991e8cad7df9fb5fc2518f22ff7,23,amp,independent,403,train
de7e7137dc935b197f09602b72577217a7e70cbfa94a995464f6fa538041124b,23,amp,independent,403,train
af920a91964d05e716f2fa9f97898c29324d1034ca8cf864f73128645fdd8e2e,14,amp,independent,404,validation
fefb4190cd16ed4bb27d1f518fe0c6eea02e0ab9f45a6cc323010dc43ac9e471,9,amp,independent,243,train
bd45173a145b1ad74f810d05b479f315459a0a2c98d1913c0efb202ac355bdea,30,amp,independent,405,validation
6dac18d118d3284592cdac91ebcef6407e065ae0d2ff1bedf15bd2d3c715d003,28,amp,independent,406,train
6ad7c9ce2313225d7335af2b488af17cd4ad88282fe9f41afcc1d7703a3ea40d,17,amp,independent,407,train
bed55c8771eecda192a9d3023ead1f5c9fbc9f9133cab44f959e813121ceedd8,17,amp,independent,407,train
68cfeb0b74654c8d9b6dd4fd3d93e527eaab0ac455a954d52b05da3c79ca71c2,13,amp,independent,408,test
597ca1ddda72769135ecc0055eb076e055d38ba284d4cacf6dd0dd96967774c8,24,amp,independent,409,train
587fdd9df7863f14ce854343f8eb4189cfbb37ec83592a4911a1aa01de646870,30,amp,independent,410,test
d07f3e39c40d22801c033c55bbf75802409fe787011e81757cdd1680e32005d8,20,amp,independent,411,test
d98a64caaf5d417d3283087ca28539cb237850437144a0a7a5f73300c9849e1a,29,amp,independent,412,train
a75d9d29981778c6143a6b0c3d60325f3c1dd35fbfd5206fa46071352e12d28a,22,amp,independent,413,train
53be95ea1450dfc54f44662ae35184bc99876bbfdacc6feac0091bc4bf4a6536,22,amp,independent,413,train
b30a63b499da558874606e0fca5a608ecf3b36ab884f4ab3047adcd5e43de811,22,amp,independent,414,validation
9855cfe2a0868ae517052e72cd2d3fe471ddb7c8b2ea3ec69792413dffd2746b,23,amp,independent,339,train
c98fb6a4521287e6172a6cefbfafff8a12f81ee58039bb445b6616171bb3e074,30,amp,independent,415,train
fe9fb416378dd400a91972406495759f865f7f4b006eb1472cbfdb44809ef756,29,amp,independent,416,train
cc9009d4093be2193bd8d96e2d36e8d0fda0f73ccfa48f39821451cd92d422f3,19,amp,independent,417,train
7eff24a34244e4c0f2acab3b049a56ef1b23f57747cdaa2d8ee3e4608c6f64bd,12,amp,independent,418,train
37db6df2fe279d2b8db3feb1551d42848be67de4abdfc6df0ed98fff9e62d86a,16,amp,independent,419,train
166ed865216b382f5078ef89162ed0321c1d3f867e994990b338e8b71429e63f,28,amp,independent,420,train
02f6da9a2bda298f7c22172e453d8730165b2a5d8f52243b28f8fba14498dd77,18,amp,independent,19,validation
c31d86763bdcff290a1eadcc836107e59e9866723f574172298cb6d8e6d6cd43,12,amp,independent,421,train
14cbdd15c7b4141af7489d9cdbf0dfdc4c9c22326a47e5c8a03d2fe5021edb0d,18,amp,independent,19,validation
1b4bdfb79ab24af68cdf524cd3b5999da10604f760c1e36915e5967da350dcb9,24,amp,independent,422,train
b73154c310942d23f21581b0ffd79017cfd03ba51b4eb181272bea31f5abc82f,12,amp,independent,423,train
f8774ecde99524491451a8ac3aa06b2ad542a60f6964beead09b5cae4833b020,28,amp,independent,424,train
6e36d17d7bbc477d6e36185642a297cdfe59074bd5183eee98ff71ee850f63d7,8,amp,independent,425,train
d11f0fd2118dd574ff69bfde7acb3b4dca52fc7b7124c80c75fc9960280fb89f,11,amp,independent,426,train
8db61ac582ea4543a9e475cb98d981c8fd3b547ceac77370bb6c22e109f11dbc,11,amp,independent,426,train
c56ecc321c6445aba5d62480098ad10c3768c81de818727b6c8f9083d55001dc,18,amp,independent,427,validation
10844b3b24d51439d707d3f6afdd1c639a0b8e631bf53a847ad2e9aa378b74c2,20,amp,independent,428,train
957c3b57d50d45d9c571295e53fb79155ec258de97d86adecd9e38b312205120,25,amp,independent,429,train
4916dc6cea377ec147fec05eccdaf5a15abb7605ee849268676e7762d0e61fe5,9,amp,independent,430,test
df4d8e98e16790c379ac91783a1c23c5902f6c4ecefff70d44d3d78f39eb927e,12,amp,independent,431,train
b3a8546ad1e40c0619fa15db946a16479f5d7a1624e51cb151b0cab8ec600a81,18,amp,independent,432,train
eb668b8229187b8ad91013601e428dcc921d94e7001a735a0e15b2db9920e1cc,6,amp,independent,433,validation
07432c0c1e4f88ddb23b39a168c9583b80e19ac010b28741aaa977912281dfb3,13,amp,independent,434,train
845c35546b248623619862be3fb74c045917892218d5e7dbfc755cbe5870e517,24,amp,independent,435,train
c56cf1b5cdb976e5034e506c8fdade9ae4379fb4148b069d033d5436d36d986e,18,amp,independent,436,train
b66c75c4782579a93f0656dfd6dadd8b57bff1fe0132483a9f0c88597529d19c,19,amp,independent,437,train
0ae53cc1e8e0d9061d1cb9846371db54a10c52fd44f003158cc287574238f3bc,26,amp,independent,170,test
805fdbdd6385d4557e538a8cd0b508b760dcc1cb96d0241b4cf8e95e7f6e07f4,23,amp,independent,438,validation
5437489d8e6da77c9f81a875e13b1c53f8b943b62e8bc038dee92d6ada49fe65,21,amp,independent,439,test
5097c826a694d1ee855d88583b737ab25f7682b84979d21b6ea5d442b453227f,15,amp,independent,440,validation
45e9bd215cfcc4bcf929a7e4bab81fb7ee0020a64dd846801851ffefc0252bc9,26,amp,independent,441,train
1f0a2b8b92c7980ffbb30c8e368703d0cae9b126cd0e9a4a2ba6060587830aa7,21,amp,independent,442,train
0b3be846c324a4048b35aff93771b29e3aa66ad9890ef39859bc5e0e0f5f52c9,15,amp,independent,443,train
466aa3eda729537721403c9c75b7a16499eed12df2f32785d5f9a8aa6a8db923,17,amp,independent,444,train
a6b6528b4113617bc6056a4f634eaf974312cbcacd377ce9574866aa0f301f92,18,amp,independent,445,train
09cecd504462128277be8e05107d3d9c663a8bb1767b0dab2587d4ac56cf4529,6,amp,independent,446,train
412848ead94b257631a6508fac7461c93df6e7bdaa5c67880d2c66bf2b8c239a,20,amp,independent,447,train
701ed81b1eb2a026ed27c449718454d9cd1e7704ee0d9bb939bedcf92e671744,19,amp,independent,448,train
abc2460b9fae018ca13b7d4e0762d2de33cf80730a08d5b66d115c8398c9825d,21,amp,independent,449,test
ee2f7f02faea17f57274f3d3a0710bbd559711a0cf850b63c58e150f8176e726,26,amp,independent,450,train
828ab0661a5bc9dfaa4e114011f57b9dd7402370ffdab160866b2ab986e8dd3a,18,amp,independent,451,train
7948a08f1144648872c9cd388c3f98f35bd5824696339e3b14d5038c7fcc6445,15,amp,independent,452,validation
41a65a02936f3e3f2e6a9b567f917cf784b751c9662f8b5b2080768b95e0e15b,6,amp,independent,453,train
3a63f0f352c25e095e55567e693e537a891b73af0f9e25ec8f8cb129c35afc02,6,amp,independent,453,train
7e412190349aed2b5deb3fc6961486d2ab76dfa8472495ce0b76c9efbc6ea653,10,amp,independent,454,train
3a3a7ab94b10efdcf84192ead451c18b541ac22c4b381bfdb07198ba2da5e730,21,amp,independent,455,validation
f69bb930623c2ed7882ca683f198444d481de35be97c4eba72317057192061d4,18,amp,independent,456,train
b8eba5c6a587faa6a807e90d48cbcc5753e9d646a22634dfcd862494e8301d33,15,amp,independent,41,train
35451243e0e12c739fe264884ab4f713b5bcce709bc19a8341ee5a1e4952f7e6,15,amp,independent,41,train
33910c8b750c7ba7fd636c5ad717b1d1132c9c77a2f398aa213ff50695816fe5,22,amp,independent,457,test
a1fbbb245aced4430ab86ee8acd6527a2a2462ebf7109eae44e265ce88de9a6d,28,amp,independent,458,train
f4a5019de454a43736eb39e544e7c0a200f6b369ec930ab6a8e078a72d74d798,30,amp,independent,459,train
4a03a5fbb217d8f13567cbb8d46fee0730c0d8a47b0ed3cd38b2411b953506a1,24,amp,independent,460,train
e12c7d21b4b0271c6d63bb5453431c5add2fee79b284f4e036e65cf8435a36fa,11,amp,independent,461,train
b52700db6931b3d7ea11612ed1a7669c42b1f21796dfcd243f4dd94a0e7b1051,18,amp,independent,462,train
0ceebabaf0c75efd993fec0bc0db2134844c66485e28bfc26d4471d6b40dd5e9,13,amp,independent,463,validation
df18b4c6606a4791b4555f01157fe5c061a2bfcda4c13bc653fe6c657cfe233b,12,amp,independent,464,train
aba63ef4f74e1afc4ce023818f1a60834af7e65751229806350b4901e7a28b34,12,amp,independent,465,train
a9cf25a34b8c440f0d9cd1a60f670940f4e817d51d1ee3c3e983664f68e3ebf1,21,amp,independent,72,train
8a8fc697ba23340c17ac58653826c0e667f94942a08d81c0b7a9277240c95ae0,18,amp,independent,466,train
58f614e6f9898ac8f7c8473b2ad508388bbd9923b3fcca926f045d837895b761,14,amp,independent,467,train
7e4ff9389c8680e86d2731399a9c72b9902f375ee69e2126383de18562f20000,30,amp,independent,468,train
73564fdf56934975ba68dc5856d857444949203be12a2a983df9a9cbc390e0df,27,amp,independent,469,train
4d6964dab9ae1ab4b2cb43b48d95d23ae35ef45f6f077158dea453dbd0b12354,18,amp,independent,19,validation
9e3f35c0d2b2ae84d2cc1148629118f177d1c9d7f1998edb1c018f4c00c8c54f,24,amp,independent,422,train
43086b0afba308c660256571ad96772d4041f288f387cf92f29989c8e3f5fb1f,23,amp,independent,3,train
131edc518f2da914fc4d5185beb15d2fb08f7129e5268f47031c20c8bcded468,10,amp,independent,470,train
6341a5e1cdd209cd46f3e51addc6bfa904a31b953ba81caba40c217dfcdf6cc5,14,amp,independent,471,test
e4192fbbed8dfc270d4699f7a70a439b44d4bf0b745094c8f0000dded6413b36,18,amp,independent,472,train
56ab421d628b148c3442ae307bc7b1182cc8ad543f446564f5a91e1509709392,21,amp,independent,473,train
b6fdba6740d422b272871edca77d75357499656f172029f11c9eeff3fa12528e,20,amp,independent,474,train
6c9827ac96691063a4b8de7a9763a63c3de96aea7d07f9edbd550bc95b3f20da,29,amp,independent,475,train
7982af98eedd3745f55f8d0460def1ce0c60453af765730ff6d29e6352dfea83,29,amp,independent,475,train
065d75f770bb46a996a5ec526495375c88ec47cdeb64d3fb282199cc323ac928,15,amp,independent,440,validation
71c31ce9017ef1139c2da2d595be9f7e4d10cc43db57c5747f1265c929fd27e6,13,amp,independent,476,train
fb3567cb466fcb344be40ff27f2c64762b9a6d831dade8e9d1a2ff3929aca5b8,18,amp,independent,477,train
88f4891fd7711c692b173be3ec0b4eed0759f8565de244291c4a8507787a4264,29,amp,independent,478,train
8fe4c1e71a0412049fb3c52676cd5632b42b524de4af3d1d8f3a66a9d547f7ba,18,amp,independent,479,test
7f837f503304b7380f2975535a86100c7cc8c46ebf72d27f574c54f844e3c933,16,amp,independent,480,train
6bbcbd8bbd7599ca53ff0e9c69bd50fbc6b810ef70b81e3585e2c9976523860f,13,amp,independent,127,validation
5823bd93e804da1579889581b5948ff15d90bfb30580d37ee3fc6153fdea40a3,13,amp,independent,127,validation
060258fec0ab4bb23d0c5e1119412e58bef0cf5d9b5162365aa864c94a5c6cb2,17,amp,independent,217,train
ef2d8115f94c256609bc23fb6ee05ed4bd43bbfc88d44d2442292a5521051a90,26,amp,independent,481,train
acc96e6324809e6c8b2a4314617d4cf915b9b02d47dc87434440ae5934db8615,17,amp,independent,482,train
86a2a984043d818a00799e89b8053c65da3cc890bd1240e0f7eb037595e57148,8,amp,independent,483,train
e4578758934202b495f156773b9ffde632405d5fd49f24350c9e09056230b9cf,25,amp,independent,484,train
9215914a6fdc3b8c2962a0995d424791ee103ba7cc08b3b3c1d2b7d2c1237ea1,25,amp,independent,485,test
c6e18ec0add2ad60cce567687b866f2a09afee278cbd17a1b18a59105b65008f,25,amp,independent,485,test
74e9ce9d25224245a35fa72ae024740e13284414c8708ae9f1a354551250f166,21,amp,independent,486,test
0461ca1a36a0f5c41ab4faab8b56ba77d8e3baf6f1fd21e604048c3bdf9a07cb,17,amp,independent,487,train
44358a902554b9711c74ea89e6eb0ab101013b74ba1d814c9fd50175e37f4432,17,amp,independent,488,train
6c276f7e4e0401c45f8f85a79e35f9e7138474e02f062b5447b79e9cb5a3de2a,25,amp,independent,489,train
51ed8121b5d61b28d007363121a05d2cb1145a4e9871047d558188b76da1c7fb,17,amp,independent,444,train
0ffb85a2db4a90874fe8281262bfb6721a4f41c231d8867741229c11a49160a4,17,amp,independent,444,train
bef7d48ecf3570f57ab737f6c19b12cd26a651c56bd5abaad59568ccc5c2c762,11,amp,independent,199,train
f055412289030e28c468f1cad67335b34e198b3375ba46b29401d4af5f90fcb6,21,amp,independent,490,train
d0bffebae2e97ec7f28209d9d284f911251304e31ad12638254f7cbfdb6e87c3,18,amp,independent,491,train
61876c71bc0e635652a12437150f9e50be03c0803a4a6b35e53cf1571cd00fea,16,amp,independent,492,train
045bdf1be2981d97cd8b9f8faab5909aacb955c9e115485bf475c8bb70b52449,29,amp,independent,493,train
449aefdf2b447601be76fe7b8efc9333081f00578ae3cd62517911048029ec90,11,amp,independent,494,train
d9f96cdd5c96aa540548572a053c0307f83168d783728b559c4b4a7ef931767e,9,amp,independent,495,test
449078b0d575de7b097f6d7e9eb9d64c10d0c8556e895ad79088a88ea5f9b3b2,14,amp,independent,496,train
5f06831f815e149271d189d218df98c1217e98d4ab9fc61136a6e162b199d6b0,12,amp,independent,497,train
17d2b26192c28311639678e8d1b8b9238f0ec6d63933a686e58b7c1d73533e64,12,amp,independent,498,train
a9b8adc3522dc8b04c73151538d79cc2b7d356a90eb057410c23d0855886d5cb,18,amp,independent,499,train
404a89c4ec6e822e4ec6cda4771cf27ccf4a1eb67d6b98ddeaf77499b6c03330,13,amp,independent,500,train
92b3c7e78c828b3ec84a51e29d2674c7d18d146fb6e6492b2567144fcecd26a8,28,amp,independent,501,train
8e08941e80ea40f53aaffd0b3644cf619f3a669db3725c5e44fa376b4c35e816,8,amp,independent,502,train
10e3164088f6fa65b0cb9cfc2c510885ea581544263a9d9aef34bcdafab560e0,10,amp,independent,503,train
8425957cf0b23d78c89f6ba978c1891761bd77a966c4c9290e3062a53612ae17,21,amp,independent,504,train
695f74106fed8d9368bee95ec3504829f3e5f35ea9b7ab33760c866334960e69,13,amp,independent,505,validation
22f40cbee41059292aa4b50b0f9d7ce10ebba13242e7b1f1f437e3e37deac8ca,22,amp,independent,506,validation
4cc3570c3e081b822e5862f8d7c1eb8e77281e0896a62849f71f8d26e041ef28,14,amp,independent,507,test
e2a1a57f9e330baaac79e3bc05a97b6ca80c1f5184c86c5975176d82476e1a82,16,amp,independent,508,train
0ffca1b187aed4557b4a9f20e606066b8c0d0caba9cb813bb91b2731453dd5bc,16,amp,independent,508,train
ce5c19b295fae155976a08ca13fa86f9ce9c67f6c4c5446e08a3a541fa5f92f7,25,amp,independent,509,train
078b635cb0c02d5e132e0ccb842a72eaed5c17f7d6133ced4000f5c6d2b0512b,11,amp,independent,510,validation
d96a0e3d3e206d98d3a6aebdbbbb8c79f1a41eaf2cb16c719a7bcc10eb3efe4a,10,amp,independent,61,train
bbfd2e5e00bd365d8862d954de022607ae69ef1719c4968ee83c74ec1cf9a23c,18,amp,independent,511,test
c85da182a1cd3298fc9ec5a7aacdaa634386de0b7c1bdde26ca0e6f80bdf86f5,18,amp,independent,451,train
8338608f03835fb27cdb1514113265f08210b0032055df8fbe3b279c81ba0fe5,10,amp,independent,512,train
b2ed1bf849eca2b8ae543c59eaecbcf1bf8e14f85401b14b86c02e5ac335014b,11,amp,independent,513,train
80b4e507c8203f8cee72083d4b469a445e32173dbaf0de4b28c1b5cf3cbef911,11,amp,independent,514,train
0ad0806715ade87740321b77c39ff6d39e98ac083acd8bc79f35770c5e0765be,12,amp,independent,515,train
695f2a08b66ae737a7526e9ea173f7141e4cf81f1da6d06aaef59baea76a5637,14,amp,independent,516,train
096a3d8a06b2caf9c5e83371c292c2253bb69f0cc129f003057473bd1f19c1d0,16,amp,independent,517,train
4af8a07687323dca260d34ae9b5f6230cd37ff9cba9d4d52412e7202db2ac481,17,amp,independent,518,train
78521ea35a7553e59a8c9b3667d1847c0813c4528734ad78c29eb13eaba9428f,9,amp,independent,519,train
a5507c180ddfd3f1880b25dea35e345b855a915ed7c876452019bfb83b11baa8,12,amp,independent,520,train
b1b21f83490f62ac8f64d4f9b9541452fd7edd125098967d524b0a36fdc1abb8,11,amp,independent,521,train
b5d906c0130055acf1d7a05cbf3189d6993afd3975506caf2a4cd9dcb3eb164e,12,amp,independent,522,train
f18ef8872c99cd63f73a08049b3d776c774281d9640bc02eb16a0c0e796b1316,13,amp,independent,523,train
96e454695b67c2fc7a9407c5b47d34dedf258b582103135ea3e9306db3d80f67,17,amp,independent,524,train
ad49738ddc9ea282f541a4d462213ce512bde2d3a9aeb89ff414a34398985d30,4,amp,independent,525,train
7861673c09ec2b4931a8a09d7fb3f56cfcda09c66d58b804cc8b818fd5846840,17,amp,independent,526,train
ef65c09423796ffd32021091ab2761eb23bb9f534b61fa4d5280927aedc9e152,7,amp,independent,527,test
179f01ec4093c32d4bb60aeab1a9c37c689eb43520b50e66a9cdd32115c9b2ae,9,amp,independent,528,test
6fa140d719eb7058f93aba4357b94df44caf954e539b3ac6f6f8b007724f34fa,10,amp,independent,529,train
8965ee02ec026268ccc73dc49ef9e42d73139c15588f20438517b2bc8e53a632,21,amp,independent,530,train
c1c4909e4f01704b120c7a2fb2d2855951ba158d769a8a2170922e40a6a84681,28,amp,independent,10,train
861c36b0ede88cd8a6c4bbd2cc7f0c28e8c62da3d9704ae03e0292ef4aa56fb0,21,amp,independent,530,train
7a6519501a823249b5721b71cf6cf002e4806ac4a64f7e5f82b26dce6cbb2ff8,28,amp,independent,10,train
c2b804a3e57be50f9164401625c31679e6911a538a23dab30669f34eb5e9df59,28,amp,independent,10,train
616765ffc70bc83ea9b2de54c256e3bfaaaedbee4768667bcd0462831ba9bc64,7,amp,independent,531,train
f848fb8d177577c2232ae6c2b06c54df8816b75d493eeb36204b33cb6b32531a,29,amp,independent,478,train
12a1d1ac6fda3d9d17dc788cc33d6c39fdab3e2c2010b018cd25f2fda5f5aa4e,27,amp,independent,532,train
ccd6f93e5a5b4b5c1bff531bdbbafb3d2ffb49a905efad0ff0bd2a66536d93b0,27,amp,independent,533,train
59276a70b7028a81dab1baf0385c88411128e5dd6e32eec7ae57c9d58c63cd33,16,amp,independent,534,validation
4c87bd282f3fe4f5613513082a3f7ce2d960d1cf39feec195f837c7f9171a070,23,amp,independent,535,train
56db8241f0f41f9eb749929c2aee6b1cd7910a7deafe004057b3aae133da3c87,19,amp,independent,536,train
796a738cbe713d887f26e191071707e0b3ca6fea198ef8c42dae220010afdea1,17,amp,independent,537,validation
351905db1f28bf144fb721ad6e9db60893eb00d6fc4a6a12b255154ac1a0a6c4,10,amp,independent,61,train
dd06c24b88056de6610fa75abbf923c6c79eec3baa9aae112a726b6c2a64a123,12,amp,independent,538,train
935799b4b7747e5cce1b9d8be91cde3d65d6ad39494cece780a807f45bbf165f,13,amp,independent,539,train
87822efb1e1eaf86133c117a234873f9e451102107746b1c8fdb884772d95a8a,17,amp,independent,540,train
0ed3a7968e083aed46fabbd4cf51c6c7a1c05c13ed1059207633a72737f5851f,13,amp,independent,541,validation
7d54dab5154f5e25239fc86f0752ae404c62708658d4df20752b0c1f949f1ef3,15,amp,independent,542,train
48b01caca2a75d14edff2fbe6ae03d00a0c011c5faa352fca37b476e96fe53e7,17,amp,independent,543,validation
1f9091e9d4718252461e09e0db1c3b6073611558906cdd064c76ac9b385c5afb,20,amp,independent,544,test
914b0ee4b138674bb011334409482d159eccfd92250a3900183e59e14af0b309,20,amp,independent,544,test
b20f53be000a62cace28b7b0791e24e2c28cd35c6df85cc62173acc4a739498a,20,amp,independent,544,test
636bff1bd1579baa303b6fb21c5c9e2dd2419e294fe13c6d1dd154da1e15e391,20,amp,independent,544,test
d6f24c6aa508ea63ec3d9392e401005724b8e3a2c093921278d10981dc0c5a7e,20,amp,independent,544,test
cea49ca3850b237114bf97d1c7701aa7e064f5c42e939cd2f869144a2e7540cc,15,amp,independent,542,train
a29bd0ca705bb843463cf9e0a5ac92bddfacca6c5a2aaf3f2ed8b4b314ad8b85,15,amp,independent,545,train
b13e64545ba214ca025ec8ce956e4598576a848f897808c9c7efda109396efea,16,amp,independent,546,train
3fdd1d4f528b3b73f279134826ecdb5149e94e9b92e7626dc0949676b9e1faae,28,amp,independent,458,train
2565dd9f5472f7b01b3a6b57e4226aecb2f9e29cf40fc8c806a6d683b0a143e7,17,amp,independent,70,train
987e8e208375a7ce4841e394bdd39f6e0a6d152fbcdf29cff8e00e58ebb37bd2,20,amp,independent,547,train
47adc0f49ca7bca690f1932a5773225f3a6be696c57babc3b2d55f95cd2f22f7,15,amp,independent,548,train
a321ccdffeed0d64a1e173cd11cf285f68d2deb3399b35c752ddd0e435db3ad5,26,amp,independent,549,train
1e6707144cdf3d59790511c6ba7246e667c7cfdee118718b142a08c5ab640023,20,amp,independent,544,test
29a597ba85d1354c7ebabf27550278e8a0d20c22004bb69654a9b02ef3d82ade,14,amp,independent,550,train
bc1e61e486c98b041ab467387f1228e001ba3fc3166efafc7f6292bc2f56cab6,19,amp,independent,551,train
e8a4c3238054479133e0bd5e0da859726877411ab2de85d483b45fd52edd0a04,12,amp,independent,552,train
4805b735b8a29d39f782548af87a21918b46f290e46fb1d4c298de2ef79a11a3,15,amp,independent,553,train
cfd92f2c3d6b167fd2dda077f1965a06d3b046e7b9c13e264e4c7336bee7938d,25,amp,independent,554,test
c7ba0031ab7f969ea6349937d84d8db8e3f7947ea285792a2d97ad51556fd883,11,amp,independent,426,train
4ec04fbb51f6cc656b0b3446bd051abd152e1c7f20237ed5d4a22e666eea626c,11,amp,independent,426,train
8c58fd32dc4e67dce0b0ed02793bf1e6322b39cee5b90514c1f1b80211d1bd43,22,amp,independent,71,train
128eac1031e4c5b4a6ae3564ddeb477ac0095ff226607d1b7af9c44c39d67493,22,amp,independent,71,train
922169e349c4151b0457f1c09e050cc004dc59dfbca724cdbcf2f9f228e8cfec,22,amp,independent,71,train
d147cea2ffa8f152693568184ed91c28c8ae759bd0b40e98b092b0273dbef70f,22,amp,independent,71,train
38927189fb7c089ab83b44058736de8dfda6ebd97b6d19fcd0e33bfd86285ad6,22,amp,independent,71,train
c0cb49098b7bec4b86e770614e08d5bcd4d3bbc3aaeeaab29535ed5823422d46,22,amp,independent,71,train
093d85812c09f0af1ddcc1892d0788cdde1bda80326192955401dc4a29d7b257,8,amp,independent,555,train
d23df5b3294af8fd8c264c79b169815789faf587a02cc2264194a6420c216d19,12,amp,independent,556,train
6ef9b6d551e25a105a6fca3e12be899032c9aa1e3633d8d546904814a733f677,16,amp,independent,557,test
6e8853e55fbb9a754169849e92e11d433ff6f03cc15f7f1b90e099b5fabc2775,16,amp,independent,558,train
7ed55471ca1ed2d16bee51d07dd07d4a3b6bb0cee024062b5a1a5f7e3ba301d9,23,amp,independent,559,train
ff5883cf7daee54dd9dd8c35cffa6512acd5c7c5ab957615c9e0d9ba16ed515f,19,amp,independent,560,train
aa240ec82c4786c1a6d9de054c6d47debcf7b1b3c053d0e5d6b2d24f57313e26,19,amp,independent,560,train
3cc1505a8ad48ad7eca8ddba37b1b7ed8d908cbdab97388bf7a39cbb34d1958b,28,amp,independent,561,train
a9439445e7c834072b41122ab5d118a1bc4d399b7916c9d67a02f8a564ffc3ce,15,amp,independent,41,train
45323232a9da7443f1f3772a05f2a440b388250339ea9c9d425766370ae4b91f,15,amp,independent,41,train
a2640fc9ade7979239321a6aae555bbf686d3790b687eda39c3dc7c0e0d777d4,15,amp,independent,41,train
92e98f334e76f8b7aca759331291b0205024ba8bf26e1231d4f100bc48172fea,15,amp,independent,41,train
0a2b407c18c22209bba05a3696d36b25ea95b67a23f567375f40e47a0c2c0a89,10,amp,independent,562,validation
ec5e693a5e8354aa932ac45f56231d3e8d648288025e5d9e558f957dd9178791,17,amp,independent,563,train
9a6e7d589caa222b307f9ff9abc599597aa285ca6b3bc493b8080b20d808a45b,11,amp,independent,426,train
034840b77aad145f01619381be98d5e0648fb90e8b18732de5488356173047a8,17,amp,independent,564,train
ad9367da0dfba18db2b609de9f233fcff0330ca4730e83a99f1043a954a99f5b,7,amp,independent,565,train
